ID,SalePrice
1461,106114.09800312365
1462,157218.1963212809
1463,183358.71629038663
1464,199027.9772094516
1465,199843.28391853208
1466,178026.44481047592
1467,173322.10235001077
1468,172070.45209134184
1469,210302.93264642544
1470,100516.41401936114
1471,215999.13272574544
1472,126342.0316074749
1473,117966.30726190656
1474,161978.03843990806
1475,130343.81610747427
1476,310044.665922408
1477,250098.0643816793
1478,301995.6244285202
1479,281598.345844856
1480,408349.28172732936
1481,299183.0212487506
1482,233752.97130991006
1483,177331.6065208451
1484,187450.3070293723
1485,201049.91458478058
1486,205627.2717530327
1487,288450.46601425135
1488,253323.83352029347
1489,186297.27703585592
1490,217292.32431254326
1491,202820.70779171935
1492,89305.52191942558
1493,200549.83934756462
1494,287642.3271824487
1495,290962.85379692796
1496,231242.73082158994
1497,187332.18385205022
1498,181378.52404537844
1499,178884.25058241375
1500,168247.77476279158
1501,209729.94730363507
1502,170380.9765656381
1503,269233.72977578617
1504,245916.5161644956
1505,227630.08123905282
1506,205745.63146327273
1507,249601.032241893
1508,201091.47814760357
1509,165855.20268840925
1510,146234.84533843468
1511,143766.1567390142
1512,166308.85819460987
1513,162600.1668581611
1514,177466.02219305607
1515,224245.52903518383
1516,169659.22813973296
1517,179772.6974313294
1518,148979.55086847395
1519,243185.55345842242
1520,124969.38384739333
1521,129716.32788469619
1522,199221.75847156555
1523,88501.97118401388
1524,101206.97957231826
1525,106120.47005431447
1526,107670.62697277893
1527,95009.12524894183
1528,142051.30984121235
1529,131018.36292806943
1530,189209.70866777003
1531,141202.47644184413
1532,88899.99817994516
1533,134771.04377808212
1534,134396.41535691288
1535,162104.28700806922
1536,109682.06406496
1537,51619.727114125155
1538,183497.51362712588
1539,217573.8627421176
1540,136667.94829132408
1541,159230.11907881382
1542,146951.54866858688
1543,207922.29890791094
1544,55412.98645660654
1545,112560.91507532238
1546,146205.5206285927
1547,138724.1049953038
1548,129028.95299622836
1549,112464.797386416
1550,134591.08873807546
1551,131185.51980379876
1552,131127.97952634073
1553,140466.08135222434
1554,125601.14247598057
1555,171173.09018463548
1556,93242.90208260785
1557,114198.74006045004
1558,103414.37560397736
1559,93143.16315318993
1560,139646.41749108
1561,136646.59863197478
1562,115852.48047880456
1563,113196.7253476039
1564,183784.96404020605
1565,151461.45605282392
1566,228777.32450567884
1567,67803.77373608365
1568,221260.13946547895
1569,113674.15896409308
1570,150740.26990806637
1571,110822.9452829936
1572,135175.14699041727
1573,254424.4823354534
1574,130110.97461646586
1575,238322.1180203976
1576,238744.74262063554
1577,199750.41862289654
1578,148046.0847158716
1579,148731.65380306402
1580,208931.22163720522
1581,135038.84867599024
1582,116924.79298538668
1583,312060.8107339153
1584,225551.22574165207
1585,162545.15599877248
1586,47046.766180338804
1587,91573.82300186437
1588,132375.06562147685
