P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20
1.9355196665900856,0.2950958289901387,-2.0546119429206344,2.0445881388032006,-1.0469239736668907,-1.2996835156935198,1.3857300257672798,-0.11050461208416272,0.8640646932110186,-0.7535821863814315,0.6980931083535253,0.09431411462287798,-0.5957513340924593,0.450496640462313,0.1369721009147525,0.13729079839084415,0.3646561931296464,0.0534689804724229,0.10255760150779109,-0.20798523895852553
1.0369667152472113,-2.1448681688751114,0.6881223843756923,-0.2753012704813462,2.1697269029881108,0.8827418866409522,-0.725442021259721,-0.7963914850862245,-1.486231844719575,-0.8869143428723057,-1.4627748239716962,1.1330386511007555,3.0912819969916576,-0.757858935734611,-0.20007459934958538,0.378119562340231,5.0395320063130065,-1.1906017120293182,-1.5024291534727492,-1.6436948144079357
2.7347131519869143,-0.25458229853572656,-1.5361787775791056,1.7041696083116227,-0.062370538199381625,-0.2774322222276011,-1.8342037057734277,-0.7405504622244459,2.7929410888026274,0.14970751746968192,0.14710480655787234,0.269799187912453,0.09401075941050975,0.3460489600351891,0.9040606982469412,-0.4808028650446428,-0.6806212739059601,-0.743381162565549,-0.04027966879569548,0.6081916055046918
-0.6346835832919837,0.8084186352937864,1.289085886227971,0.6470421742974719,0.827295586986239,0.549548449404555,0.3889401911678596,-1.1703172781908893,0.4672436407554388,-0.7030228701849148,0.3090451274462758,-2.2656054967321384,-0.454568236434183,0.5846079628086613,-1.4687327821917107,0.8508292736897339,-0.8695938082786444,0.3452547543086136,0.041382361275058566,1.655977987750001
5.159964095511973,1.0125507719313045,-0.4175974733694641,1.9193502266146494,1.5053169042768506,0.5981615766196129,1.4770137514399726,-0.39150098045984766,1.1384656522948113,-0.5098990400999656,-1.5486133310474781,-0.9861315886497583,3.5189969506233716,-0.12724317179308686,-0.07020687052332757,-0.8609029027096015,1.7974805366643931,-0.6984989130722374,-2.0567880854797376,-0.27831922940165377
-0.20315757951124616,-2.2573016708324656,-1.4318961788307292,0.9867084009160719,0.4549930910762688,-0.9402651760991696,2.7317845207146063,-1.5087174586328052,-1.6557625195684393,0.14063736909454502,-1.4921087381327505,1.7410093965359397,1.8392446678839214,0.030972062158492183,2.591567193837499,2.187337953142091,-1.6661356877109126,-7.399440926290816,0.7543763062161236,3.374956554957997
3.9357902497240267,-2.1706590562915458,-0.4503599803185047,-0.5607217883742951,-1.7180109269725963,-0.20677763363836954,0.07725938901980155,-0.14276923877714337,0.11278811228730262,0.08627091684435334,0.07296985057176304,0.3887533611696064,0.7520981806778809,0.47623977826872294,0.5788584681832709,0.5611585111005205,-0.5737208313165132,0.15678050375358163,-0.2643279044074974,-0.26305273450366246
2.6412620374064426,0.39153785231291144,1.7464621171306673,2.1585312494371127,0.8396704658808245,-0.4139955925511512,-2.1510287355329605,-2.096331282310758,2.6227063882805886,-0.9911092215193816,-0.3945838499567805,-0.42172201714746516,0.6208270618468676,1.7598873688081185,-0.2762516913069886,0.29662294318269083,-0.90329890081296,-0.5305090666355406,-0.3967303098912973,0.6548574746769125
-1.829151428336913,3.105480213469564,1.6937233712095956,-0.4757469488997749,-1.7806211842127242,2.133750719714299,-0.09737041267425423,0.04802135764719523,-0.16843825783996744,-0.9432757148064213,0.18102904118489482,-0.4164054403738381,-1.1031049234455288,-0.23722586381627905,-1.795402137026556,0.96618658008041,-0.6015456277080532,-1.171153652029209,-0.015882520565930446,0.13705536632760773
-2.1231087270891615,-1.7048619028764804,0.08478884354335872,1.9506974481517823,-1.4211368145202399,2.41878480830319,1.726911759936689,0.3207001891076707,1.2727791546143759,-0.9560887848639668,0.48263801383360877,0.6074549395808452,-1.2143468122345447,1.3379047978455805,-1.2763973319361266,0.9028508327486309,0.8135582437179417,-1.8384031941666776,0.7252764607339084,-1.8432218573316208
-2.7698441522701027,-2.025094114305571,0.8838580795968654,-0.08446580410832426,-1.0935423144138208,-0.507202340858727,1.7610600572577275,0.365739159058418,1.2052751286142689,0.8250631368868053,0.17162341184705565,-0.6044501283956166,-1.2535334933740172,-0.5563159200305722,0.8763483059844721,0.6313839275358155,0.9852864784963253,0.8100779561851562,-0.7620774526877039,0.48890960834007585
5.315042124834937,1.5253147422251643,0.43099228396790246,1.9673641546840357,-1.1013074782974208,-0.32384932722814425,0.8346957588062419,-0.03613742512658269,-0.5072239901589578,0.7422234506369144,-0.3005055538417988,-0.1922488058264382,0.46475553596576713,-0.4547665630459181,0.6580632921935747,0.24954507571506576,-1.2181610678585462,0.5114486477081301,-0.06474311088706823,0.589050536327032
-2.378392643881028,-2.5306342578517698,0.5632777713827464,0.08902251970708867,2.367673084090432,0.23481597274104926,0.9144469698430244,0.9447101194075556,-1.0343068166739844,2.0373725874680497,-0.6542332841927482,-0.5415145030942694,-0.8463783451863224,0.7600746129637537,0.7348579434195079,-1.4919800662393221,-2.3211448597251345,-0.5493698616061644,-1.159959407991508,-2.0780805483894866
3.317100890691451,1.08334383964273,-1.1408627249035832,-3.662826088941537,0.2840430696557471,-0.5310498562340429,-1.157262137064471,0.4173333117877902,0.3422520580801247,0.36366001548375465,0.11930547874644191,0.3095134817437387,0.2005231544775546,-0.7190862622595489,-0.15608061358187958,0.6281395031378042,-0.3873706776444113,-0.015518535151337692,-0.27470236708321466,-0.18656700168690554
-0.48242920077807744,-1.5883638064377044,1.2961363445274696,-0.37702764355058144,1.0468806350413415,-1.6743849834240088,1.4262933836679355,-0.9642991452209766,1.4546946857365388,-1.023912668865815,0.41501885207798256,0.39241394493946097,0.16266915539426408,2.269641866865165,-2.5938525194247597,-0.6422803705029558,-0.8633165575760592,-0.148208930505837,0.2650680384374169,0.9064119487037356
-2.2967881195978035,0.33574155922241605,-1.4614657745518906,-1.6372173434959463,1.0625420623162605,0.13177798721926737,-0.4530295553025495,-1.5123729146918135,-1.270617595246135,-0.20603897948981417,-1.0297021685625494,-1.2632283418075958,0.7235403482043599,-0.17913407308980026,0.4813513277993665,-0.3479932787535737,-0.05877560095623753,0.7919528741516241,0.2548236986681668,-0.3598077239056917
-0.6033497739513928,-2.2199315271667044,0.4282259981767292,-0.31821053658220616,3.1415452803821178,0.16609449056580156,1.7454483607349343,-0.714508417543554,0.08848519477437274,-1.033641309612998,-0.8860819439062961,-0.00832679633764126,-2.315958400454896,0.06602679938581862,-0.4225052633640784,0.6828330638814938,-0.3564850832905886,0.6547286970105681,1.0149343046363941,0.1313608375134128
-2.8007915059844297,1.3956532818861533,-0.462046322706592,-0.3323288150251895,-1.2904199246262726,2.6877242759934656,0.6986075882608719,1.2608157375530866,0.47324555447736494,1.3068264737110498,0.5785529335230079,1.0517790595234502,1.523786625479795,-0.7585683014756792,-0.28759778256654883,0.5502248550731971,-1.0335955881934842,-0.35709066302117276,-0.28260571132093837,-1.2043323762992941
0.1280525850516207,-1.2459880353331414,-1.2711567172470408,0.16286691127053451,-0.928731539964689,-0.1596159529429044,1.4535834288724154,-0.09042270142948558,-0.047426187948091114,0.12314046000101424,0.4315237884984104,-0.5576228551976844,0.28462800823260404,-0.22807280412783923,0.7074853430955773,-0.9687382601555553,-0.39359614725094666,0.8713021761182029,-0.10563282205045788,0.859666715558751
-2.926566881790996,-0.5931814602066015,1.1135285645355963,-0.6506886422088535,-0.693395626310555,-0.14050685897022577,0.21306213379895358,2.0668492979175173,-1.1518329211010434,-1.5722797367274843,-0.13550368956098935,-0.6258834551792447,-0.4238916644742072,0.0629038075426727,0.812927029361573,-0.5588001188785506,-0.008661225063899094,0.5600653665884643,1.2897841640118202,0.10357505349025463
5.23785845384871,4.187749879341592,-0.3807325842429053,-0.45038449457693536,1.3518077592840914,-0.59813665338338,-0.978353533714876,-0.13655047036749446,0.7278682694798839,0.9519699291579562,-0.016740426664681823,0.028201898781223346,1.6620269715131233,-0.2985550864153163,-0.255731347215407,0.5009193517811218,-0.4648448528034773,0.15666631621122062,-0.45432771931490423,-0.36653661149434763
