P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20
1.9355177131780281,0.29505313644677844,-2.054223636486582,2.0436886259382017,-1.04013047685717,-1.31364106426645,1.361964942485829,-0.07379236688452587,0.957496174908441,0.9147997867540261,0.49786618521186826,0.07225806630925254,-0.6023205645197534,0.3176241865337946,0.13077849955233176,0.27548816642412,-0.2074518410298485,-0.011784942329177065,0.2545094843151628,0.006100313325479591
1.0369726539529658,-2.1447675349421953,0.689182025437701,-0.28216780485552917,2.1612137857458347,0.9081131448248717,-0.7582897448693885,-0.6619647811929226,-1.362140733037909,0.5160964546790829,-1.4142714794295639,1.2192443867008607,3.120155621113982,-0.4679288719836619,-0.14142659148488068,4.684046937092068,2.4647878637464995,-0.7924803695745328,-1.6342111210496852,1.6640890475757064
2.7347092223177425,-0.2548892019250041,-1.5368667781419416,1.6996283972156623,-0.06196293963466055,-0.2945934001769664,-1.8299267955785634,-0.934929874006015,2.891339536823485,-0.19987835523231023,0.2839531942454146,0.24919857136256549,0.08282039121879596,0.33338186077448567,1.019159982823258,-0.678511062101131,-0.27500960950822195,-0.8502352133540048,0.035873235088081094,-0.411698725276151
-0.634652727780488,0.8081097308071815,1.2876182171126422,0.6464272771526769,0.7810767554125245,0.6512195490367261,0.3188429352018015,-0.9282217795723883,0.2753758175601365,0.889793260009388,0.30723335371038485,-2.2379134288412406,-0.15970931830679833,0.06696823421807319,-1.9655578741601825,-0.14730859113245934,-1.0833935563916213,-0.5502827311055042,-0.34307059986760907,-1.7640650783145067
5.1599555819155905,1.012084701630178,-0.41708157020300124,1.917239793394055,1.483562034048668,0.6428688795068312,1.4607509124607148,-0.335070469865391,1.4561620603385987,-0.009906440778337225,-1.3883467030049172,-0.9253591297417293,3.5596408544642117,-0.0003013622889343595,0.18875329940898486,1.2295239111540632,1.6815752459445565,-0.4499082551251662,-2.292420614018949,0.14342081361055886
-0.20319553633482695,-2.258105312773865,-1.4245697133351423,0.9858506751325521,0.5098539422262202,-1.072211700882532,2.6962494835450177,-1.2601834492123578,-1.7392125120367867,-0.2543828431573416,-1.377720292007913,1.8629611116344587,1.9779819770477136,1.005904587757933,1.5904662690769669,0.33200854215131304,-3.2727477158428617,-5.805280234212116,0.029828438017255477,-0.9644344606502002
3.9357910001301235,-2.1703739352051428,-0.4484892942937507,-0.5509118687985991,-1.7187608415275792,-0.17925525351700863,0.05240385813499485,-0.14073041617176835,0.07679065663494222,0.00214972096777441,0.15400355694635556,0.37283119613071103,0.7499652225310508,0.8414580688431762,0.4294152490280661,-0.053726773889942625,-0.6700107880998964,0.14052909617310663,-0.3412632995646226,-0.054572589413498136
2.6412598404645617,0.39163030880239436,1.7469926095622166,2.158451338058739,0.8335849721144707,-0.4171891609603594,-2.0964791233303512,-2.221613599765475,2.698916081646041,0.658687556559085,-0.47809219802933073,-0.43770344031706193,0.40744212841917304,1.837263601030803,-0.6704368744443289,-0.600439564647469,-0.2861266291153357,-0.352851376331924,-0.6121313570267403,-0.7636779379318316
-1.829099544916561,3.1065057558777913,1.6913470375746043,-0.47468240714213467,-1.7812012524901077,2.185139591745005,-0.08653623555913653,-0.04273816000608545,-0.5754085442441007,1.0701066743342853,-0.25380793203123936,-0.25962267278379336,-1.1172737013890226,-0.07363370889533195,-2.3848944711584354,0.15111084362595031,-0.38764218410423956,-0.9660546663564377,-0.3234085290950333,0.030941406042630487
-2.1230057228941854,-1.7033883962288832,0.07409381907171234,1.944859657321435,-1.4226551869424828,2.402654193159768,1.8016054515898259,0.11302240940065486,0.8658939509484708,1.1095219975877568,0.015203611543416708,0.9644376590663926,-1.3926167107108336,1.618778078136072,-2.1848289461217503,0.8304268867903092,0.49888924460370254,-1.0146405413078725,1.0469258253789977,1.5759302928131618
